"","X","EDUC","LWKLYWGE","QOB","YOB","first_quarter"
"5084",52712,12,5.17863893508911,2,1920,0
"5085",52725,12,5.17863893508911,3,1920,0
"5086",52733,11,5.23241853713989,4,1920,0
"5087",52735,12,5.12180233001709,2,1920,0
"5088",52740,11,4.75923681259155,1,1920,1
"5089",52746,11,5.51521444320679,2,1920,0
"5090",52748,12,4.59521865844727,2,1920,0
"5091",52756,11,5.28345251083374,2,1920,0
"5092",52761,16,5.03637933731079,3,1920,0
"5093",52767,12,4.99012327194214,3,1920,0
"5094",52782,9,5.06153964996338,3,1920,0
"5095",52794,18,5.12180233001709,1,1920,1
"5096",52800,11,5.6240177154541,1,1920,1
"5097",52803,16,4.92888641357422,3,1920,0
"5098",52809,10,5.61851644515991,1,1920,1
"5099",52826,12,5.46495294570923,2,1920,0
"5100",52827,8,5.77758121490479,4,1920,0
"5101",52837,9,4.59521865844727,4,1920,0
"5102",52860,12,4.97914838790894,3,1920,0
"5103",52863,10,5.40510320663452,1,1920,1
"5104",52872,12,5.16963481903076,2,1920,0
"5105",52877,8,4.7759051322937,3,1920,0
"5106",52878,12,5.37831497192383,1,1920,1
"5107",52892,12,5.20049905776978,3,1920,0
"5108",52915,10,5.33200788497925,4,1920,0
"5109",52920,9,5.51521444320679,3,1920,0
"5110",52938,10,4.7759051322937,4,1920,0
"5111",52949,8,5.43119287490845,3,1920,0
"5112",52974,8,4.87047147750854,3,1920,0
"5113",52976,12,5.46495294570923,2,1920,0
"5114",52987,8,4.91459941864014,3,1920,0
"5115",53003,12,4.61482906341553,1,1920,1
"5116",53004,12,5.58227920532227,4,1920,0
"5117",53022,12,5.09813117980957,3,1920,0
"5118",53027,11,5.20661306381226,3,1920,0
"5119",53029,8,4.7759051322937,3,1920,0
"5120",53047,8,5.06153964996338,3,1920,0
"5121",53049,8,5.09813117980957,2,1920,0
"5122",53055,12,5.07388639450073,4,1920,0
"5123",53062,8,5.17863893508911,4,1920,0
"5124",53067,18,5.70374393463135,3,1920,0
"5125",53082,6,4.47135305404663,1,1920,1
"5126",53105,13,5.19518804550171,4,1920,0
"5127",53113,12,5.20049905776978,2,1920,0
"5128",53124,17,5.7187705039978,4,1920,0
"5129",53134,10,5.22060441970825,3,1920,0
"5130",53135,12,4.99899673461914,3,1920,0
"5131",53145,11,5.242835521698,3,1920,0
"5132",53153,8,5.23241853713989,1,1920,1
"5133",53165,8,4.80843114852905,2,1920,0
"5134",53181,3,4.7759051322937,4,1920,0
"5135",53191,12,5.17863893508911,2,1920,0
"5136",53204,7,4.49094676971436,1,1920,1
"5137",53209,8,5.37831497192383,3,1920,0
"5138",53212,11,5.13343095779419,1,1920,1
"5139",53213,12,5.34144258499146,1,1920,1
"5140",53222,12,5.17863893508911,1,1920,1
"5141",53223,12,5.06153964996338,2,1920,0
"5142",53234,12,5.08608245849609,2,1920,0
"5143",53237,12,5.03637933731079,1,1920,1
"5144",53242,12,3.63546657562256,3,1920,0
"5145",53245,10,5.04903888702393,3,1920,0
"5146",53259,12,5.61851644515991,2,1920,0
"5147",53274,8,5.01057004928589,1,1920,1
"5148",53278,15,5.23241853713989,4,1920,0
"5149",53281,9,4.83051824569702,2,1920,0
"5150",53294,12,5.46495294570923,3,1920,0
"5151",53311,8,5.28345251083374,3,1920,0
"5152",53341,12,4.99741077423096,2,1920,0
"5153",53347,12,4.7759051322937,3,1920,0
"5154",53348,9,5.18962907791138,3,1920,0
"5155",53351,18,6.61481761932373,1,1920,1
"5156",53352,11,5.42257165908813,1,1920,1
"5157",53353,13,5.38732433319092,1,1920,1
"5158",53356,12,5.3224835395813,4,1920,0
"5159",53364,12,5.33371448516846,2,1920,0
"5160",53366,10,5.06153964996338,3,1920,0
"5161",53367,9,5.33200788497925,4,1920,0
"5162",53380,16,5.84633922576904,1,1920,1
"5163",53381,5,4.7759051322937,1,1920,1
"5164",53414,9,4.68963766098022,2,1920,0
"5165",53449,14,5.66033601760864,3,1920,0
"5166",53480,12,5.36004877090454,4,1920,0
"5167",53481,9,5.12180233001709,1,1920,1
"5168",53485,12,5.03637933731079,3,1920,0
"5169",53489,12,5.33371448516846,1,1920,1
"5170",53495,8,5.06153964996338,2,1920,0
"5171",53511,12,5.12180233001709,4,1920,0
"5172",53518,12,4.3745231628418,3,1920,0
"5173",53531,11,5.01057004928589,1,1920,1
"5174",53545,17,5.7516074180603,1,1920,1
"5175",53553,12,5.12180233001709,1,1920,1
"5176",53554,16,5.28086709976196,1,1920,1
"5177",53562,18,6.45097875595093,4,1920,0
"5178",53563,13,5.15629053115845,4,1920,0
"5179",53574,12,5.22890090942383,2,1920,0
"5180",53589,12,5.6240177154541,4,1920,0
"5181",53603,12,5.5478720664978,4,1920,0
"5182",53607,12,5.12180233001709,2,1920,0
"5183",53611,12,4.72504234313965,3,1920,0
"5184",53618,12,5.18262243270874,2,1920,0
"5185",53619,8,5.18962907791138,3,1920,0
"5186",53627,9,5.29335403442383,3,1920,0
"5187",53632,12,4.92888641357422,4,1920,0
"5188",53633,8,5.06153964996338,2,1920,0
"5189",53638,8,5.15629053115845,4,1920,0
"5190",53649,10,5.08795118331909,3,1920,0
"5191",53657,15,5.02700042724609,3,1920,0
"5192",53658,8,5.28345251083374,1,1920,1
"5193",53671,16,5.28345251083374,1,1920,1
"5194",53674,16,6.66604566574097,1,1920,1
"5195",53689,12,4.95686197280884,4,1920,0
"5196",53722,12,5.28345251083374,3,1920,0
"5197",53739,14,4.92888641357422,3,1920,0
"5198",53743,9,5.01057004928589,3,1920,0
"5199",53744,10,5.46495294570923,4,1920,0
"5200",53748,12,5.68727445602417,1,1920,1
"5201",53749,8,5.17863893508911,4,1920,0
"5202",53770,8,5.01057004928589,2,1920,0
"5203",53788,11,4.3745231628418,1,1920,1
"5204",53795,12,4.7759051322937,4,1920,0
"5205",53808,12,5.41387557983398,3,1920,0
"5206",53810,14,5.37831497192383,3,1920,0
"5207",53812,12,5.28345251083374,2,1920,0
"5208",53816,11,5.12180233001709,1,1920,1
"5209",53831,12,4.88539791107178,4,1920,0
"5210",53834,12,5.33200788497925,2,1920,0
"5211",53864,14,5.42257165908813,3,1920,0
"5212",53871,12,4.85531854629517,1,1920,1
"5213",53878,16,6.22822093963623,4,1920,0
"5214",53883,13,4.80843114852905,2,1920,0
"5215",53886,18,5.28345251083374,3,1920,0
"5216",53890,9,4.91459941864014,2,1920,0
"5217",53898,12,5.89637231826782,2,1920,0
"5218",53908,8,4.7759051322937,1,1920,1
"5219",53922,12,5.06153964996338,1,1920,1
"5220",53928,12,4.7759051322937,4,1920,0
"5221",53938,12,4.54120874404907,4,1920,0
"5222",53949,17,5.59494113922119,1,1920,1
"5223",53952,10,5.06153964996338,4,1920,0
"5224",53958,16,5.46495294570923,4,1920,0
"5225",53960,15,5.3031587600708,4,1920,0
"5226",53979,12,4.63406229019165,3,1920,0
"5227",53982,12,5.37831497192383,3,1920,0
"5228",53984,10,5.242835521698,2,1920,0
"5229",53986,12,4.70749664306641,3,1920,0
"5230",53996,13,5.44821548461914,1,1920,1
"5231",53999,12,5.22189140319824,4,1920,0
"5232",54013,10,4.73428106307983,2,1920,0
"5233",54019,18,6.41151237487793,3,1920,0
"5234",54021,16,5.39148330688477,1,1920,1
"5235",54028,12,5.86904764175415,3,1920,0
"5236",54035,10,5.86231231689453,1,1920,1
"5237",54038,12,5.34144258499146,4,1920,0
"5238",54042,8,4.63406229019165,4,1920,0
"5239",54048,16,5.06153964996338,2,1920,0
"5240",54056,12,4.77530431747437,2,1920,0
"5241",54059,7,5.01057004928589,4,1920,0
"5242",54062,12,5.06153964996338,4,1920,0
"5243",54068,16,5.06153964996338,1,1920,1
"5244",54072,8,4.85531854629517,4,1920,0
"5245",54077,9,5.3031587600708,3,1920,0
"5246",54081,9,5.17863893508911,1,1920,1
"5247",54082,16,6.88795280456543,3,1920,0
"5248",54092,8,5.25314569473267,4,1920,0
"5249",54106,8,5.37831497192383,4,1920,0
"5250",54117,7,4.97914838790894,4,1920,0
"5251",54120,12,5.33770370483398,1,1920,1
"5252",54130,8,4.7759051322937,2,1920,0
"5253",54142,11,5.14492607116699,2,1920,0
"5254",54179,5,5.17863893508911,1,1920,1
"5255",54181,12,5.59494113922119,1,1920,1
"5256",54184,8,5.54467964172363,4,1920,0
"5257",54192,12,4.82616710662842,3,1920,0
"5258",54207,14,5.84095525741577,1,1920,1
"5259",54211,12,4.18474054336548,3,1920,0
"5260",54213,8,5.13343095779419,1,1920,1
"5261",54223,8,5.23241853713989,2,1920,0
"5262",54241,8,4.97914838790894,2,1920,0
"5263",54263,12,5.23241853713989,4,1920,0
"5264",54270,8,5.28345251083374,1,1920,1
"5265",54280,16,5.69866847991943,3,1920,0
"5266",54289,8,5.61395740509033,3,1920,0
"5267",54296,11,4.92888641357422,4,1920,0
"5268",54308,8,4.95686197280884,3,1920,0
"5269",54317,7,4.84792041778564,4,1920,0
"5270",54326,12,5.82949352264404,1,1920,1
"5271",54329,12,4.99741077423096,4,1920,0
"5272",54334,13,4.21415901184082,2,1920,0
"5273",54339,18,5.44251728057861,1,1920,1
"5274",54353,12,4.72504234313965,1,1920,1
"5275",54362,11,5.711998462677,2,1920,0
"5276",54363,12,5.09813117980957,4,1920,0
"5277",54369,11,4.91459941864014,3,1920,0
"5278",54373,12,5.50561046600342,4,1920,0
"5279",54382,7,5.22189140319824,2,1920,0
"5280",54408,12,5.06153964996338,1,1920,1
"5281",54412,11,5.28345251083374,2,1920,0
"5282",54438,9,5.12180233001709,4,1920,0
"5283",54439,12,5.86904764175415,2,1920,0
"5284",54443,12,5.01438283920288,1,1920,1
"5285",54450,16,5.46495294570923,1,1920,1
"5286",54451,16,6.35584831237793,3,1920,0
"5287",54470,12,5.28345251083374,4,1920,0
"5288",54494,8,5.70352602005005,1,1920,1
"5289",54495,8,5.44251728057861,3,1920,0
"5290",54499,12,5.09813117980957,4,1920,0
"5291",54516,12,5.28086709976196,2,1920,0
"5292",54577,9,4.92888641357422,3,1920,0
"5293",54585,11,5.17863893508911,2,1920,0
"5294",54598,12,5.06153964996338,4,1920,0
"5295",54601,8,5.06153964996338,3,1920,0
"5296",54609,14,5.54467964172363,2,1920,0
"5297",54616,10,5.09813117980957,2,1920,0
"5298",54622,12,5.12180233001709,1,1920,1
"5299",54658,17,4.85531854629517,1,1920,1
"5300",54659,16,5.3031587600708,3,1920,0
"5301",54662,16,4.93496990203857,2,1920,0
"5302",54666,12,5.06153964996338,1,1920,1
"5303",54671,12,4.95686197280884,1,1920,1
"5304",54674,12,4.92888641357422,2,1920,0
"5305",54687,17,4.7759051322937,2,1920,0
"5306",54714,8,4.91459941864014,4,1920,0
"5307",54716,8,3.41386198997498,3,1920,0
"5308",54725,8,5.53131246566772,1,1920,1
"5309",54737,8,4.99741077423096,1,1920,1
"5310",54749,14,5.12180233001709,1,1920,1
"5311",54758,9,5.02700042724609,2,1920,0
"5312",54763,9,5.37831497192383,3,1920,0
"5313",54768,11,5.58963251113892,4,1920,0
"5314",54771,12,5.25314569473267,3,1920,0
"5315",54789,12,3.91182684898376,2,1920,0
"5316",54799,12,5.49761009216309,3,1920,0
"5317",54817,12,5.22060441970825,1,1920,1
"5318",54871,12,4.90010547637939,1,1920,1
"5319",54872,6,4.82430553436279,3,1920,0
"5320",54873,8,4.94297218322754,2,1920,0
"5321",54888,12,4.63406229019165,3,1920,0
"5322",54889,12,4.92888641357422,3,1920,0
"5323",54893,12,5.23241853713989,1,1920,1
"5324",54903,12,5.12180233001709,1,1920,1
"5325",54917,12,5.33371448516846,4,1920,0
"5326",54961,9,5.43974018096924,2,1920,0
"5327",54968,12,5.23241853713989,4,1920,0
"5328",54972,8,5.36922359466553,3,1920,0
"5329",54977,9,4.65293264389038,4,1920,0
"5330",54979,13,5.07388639450073,1,1920,1
"5331",54982,10,5.61851644515991,1,1920,1
"5332",54998,9,4.3745231628418,1,1920,1
"5333",55004,16,5.54467964172363,4,1920,0
"5334",55006,12,4.7759051322937,3,1920,0
"5335",55016,6,4.41249513626099,2,1920,0
"5336",55018,17,5.78228569030762,4,1920,0
"5337",55037,7,5.06153964996338,2,1920,0
"5338",55042,8,5.26335048675537,3,1920,0
"5339",55044,9,5.21125268936157,4,1920,0
"5340",55046,16,5.33200788497925,2,1920,0
"5341",55050,12,4.7759051322937,4,1920,0
"5342",55051,10,5.84095525741577,3,1920,0
"5343",55053,13,4.59521865844727,2,1920,0
"5344",55069,8,4.95686197280884,2,1920,0
"5345",55072,12,5.1675271987915,3,1920,0
"5346",55080,12,5.42257165908813,4,1920,0
"5347",55085,12,4.75428342819214,1,1920,1
"5348",55088,10,5.37831497192383,3,1920,0
"5349",55106,10,5.12180233001709,3,1920,0
"5350",55112,11,4.92888641357422,2,1920,0
"5351",55115,12,5.1675271987915,3,1920,0
"5352",55116,12,5.46495294570923,3,1920,0
"5353",55117,12,5.28345251083374,3,1920,0
"5354",55127,12,5.58963251113892,3,1920,0
"5355",55131,16,5.11003684997559,3,1920,0
"5356",55132,12,5.86904764175415,1,1920,1
"5357",55159,13,4.7759051322937,4,1920,0
"5358",55162,16,5.85790491104126,3,1920,0
"5359",55187,17,5.68727445602417,1,1920,1
"5360",55199,12,4.85531854629517,2,1920,0
"5361",55204,8,4.63406229019165,4,1920,0
"5362",55214,5,4.4583911895752,2,1920,0
"5363",55231,11,4.80843114852905,3,1920,0
"5364",55269,8,5.19455480575562,1,1920,1
"5365",55276,18,5.43119287490845,4,1920,0
"5366",55291,12,4.85531854629517,4,1920,0
"5367",55303,11,4.90010547637939,1,1920,1
"5368",55305,12,5.31286764144897,2,1920,0
"5369",55309,12,3.02424359321594,4,1920,0
"5370",55311,5,5.46495294570923,1,1920,1
"5371",55318,9,5.20049905776978,3,1920,0
"5372",55340,9,5.06153964996338,3,1920,0
"5373",55355,15,5.28345251083374,2,1920,0
"5374",55362,10,5.68727445602417,4,1920,0
"5375",55366,10,4.3997802734375,3,1920,0
"5376",55376,12,4.94297218322754,4,1920,0
"5377",55389,12,5.52923440933228,3,1920,0
"5378",55401,10,4.99741077423096,1,1920,1
"5379",55404,8,4.49094676971436,1,1920,1
"5380",55407,12,5.12180233001709,3,1920,0
"5381",55440,8,3.19867300987244,2,1920,0
"5382",55442,8,4.7759051322937,2,1920,0
"5383",55450,12,5.17863893508911,2,1920,0
"5384",55461,10,4.92888641357422,3,1920,0
"5385",55471,16,5.46495294570923,4,1920,0
"5386",55479,12,4.82430553436279,1,1920,1
"5387",55480,8,5.17863893508911,4,1920,0
"5388",55491,12,4.85531854629517,2,1920,0
"5389",55495,16,4.60506725311279,2,1920,0
"5390",55511,5,4.12317323684692,3,1920,0
"5391",55516,12,5.53698682785034,3,1920,0
"5392",55520,12,4.92888641357422,3,1920,0
"5393",55521,12,4.7759051322937,3,1920,0
"5394",55527,10,4.99741077423096,1,1920,1
"5395",55536,12,5.17863893508911,1,1920,1
"5396",55556,7,5.06153964996338,4,1920,0
"5397",55574,16,5.06153964996338,4,1920,0
"5398",55589,16,5.7516074180603,4,1920,0
"5399",55591,14,5.68727445602417,1,1920,1
"5400",55601,10,4.95686197280884,1,1920,1
"5401",55614,9,4.7759051322937,3,1920,0
"5402",55629,14,5.17863893508911,2,1920,0
"5403",55660,12,5.09813117980957,1,1920,1
"5404",55669,14,5.35078907012939,3,1920,0
"5405",55679,10,5.06153964996338,4,1920,0
"5406",55681,9,4.85531854629517,1,1920,1
"5407",55710,8,4.92888641357422,1,1920,1
"5408",55714,9,4.83423566818237,4,1920,0
"5409",55725,18,5.50561046600342,2,1920,0
"5410",55730,18,5.28345251083374,2,1920,0
"5411",55734,8,4.59521865844727,3,1920,0
"5412",55737,16,6.14769268035889,3,1920,0
"5413",55753,10,4.95686197280884,1,1920,1
"5414",55757,7,4.7759051322937,3,1920,0
"5415",55765,8,5.28345251083374,1,1920,1
"5416",55786,12,5.1675271987915,1,1920,1
"5417",55796,8,4.75923681259155,2,1920,0
"5418",55818,10,4.92888641357422,3,1920,0
"5419",55825,18,5.70374393463135,2,1920,0
"5420",55831,16,6.88795280456543,3,1920,0
"5421",55832,9,5.01057004928589,2,1920,0
"5422",55841,9,4.68963766098022,1,1920,1
"5423",55851,14,5.37831497192383,4,1920,0
"5424",55853,12,5.18962907791138,4,1920,0
"5425",55865,12,5.17863893508911,4,1920,0
"5426",55869,11,5.11003684997559,2,1920,0
"5427",55873,15,3.41386198997498,1,1920,1
"5428",55884,7,5.06153964996338,4,1920,0
"5429",55901,9,5.06153964996338,4,1920,0
"5430",55926,16,5.37831497192383,4,1920,0
"5431",55931,9,5.06153964996338,1,1920,1
"5432",55938,14,5.38732433319092,3,1920,0
"5433",55939,18,5.20049905776978,2,1920,0
"5434",55940,12,4.49094676971436,4,1920,0
"5435",55941,6,4.93496990203857,1,1920,1
"5436",55944,17,5.45661926269531,3,1920,0
"5437",55969,12,4.7759051322937,4,1920,0
"5438",55975,13,5.28345251083374,3,1920,0
"5439",55985,10,4.92888641357422,4,1920,0
"5440",55999,12,5.1675271987915,3,1920,0
"5441",56013,11,4.85531854629517,4,1920,0
"5442",56024,12,5.20810317993164,4,1920,0
"5443",56042,8,5.58963251113892,3,1920,0
"5444",56098,7,5.4984769821167,4,1920,0
"5445",56103,12,5.242835521698,1,1920,1
"5446",56105,10,5.04903888702393,4,1920,0
"5447",56106,8,4.95036697387695,1,1920,1
"5448",56117,13,4.68963766098022,1,1920,1
"5449",56124,12,5.17863893508911,2,1920,0
"5450",56137,12,4.57521629333496,3,1920,0
"5451",56151,12,5.28345251083374,1,1920,1
"5452",56172,10,5.1675271987915,2,1920,0
"5453",56173,6,4.91830158233643,3,1920,0
"5454",56180,8,4.7759051322937,3,1920,0
"5455",56204,12,5.45661926269531,1,1920,1
"5456",56232,15,5.68727445602417,2,1920,0
"5457",56234,17,5.06153964996338,3,1920,0
"5458",56241,8,4.99741077423096,3,1920,0
"5459",56244,14,5.92297029495239,3,1920,0
"5460",56251,16,5.68727445602417,3,1920,0
"5461",56257,12,5.36004877090454,2,1920,0
"5462",56281,17,5.68727445602417,4,1920,0
"5463",56296,8,5.54467964172363,2,1920,0
"5464",56302,10,5.15629053115845,2,1920,0
"5465",56305,4,4.88539791107178,3,1920,0
"5466",56331,8,4.83993244171143,2,1920,0
"5467",56333,10,4.98407649993896,3,1920,0
"5468",56345,12,4.95686197280884,1,1920,1
"5469",56346,16,6.30436563491821,1,1920,1
"5470",56348,7,5.36420440673828,4,1920,0
"5471",56355,11,4.7759051322937,3,1920,0
"5472",56378,8,5.06153964996338,4,1920,0
"5473",56381,8,4.97056198120117,1,1920,1
"5474",56408,12,4.58179569244385,2,1920,0
"5475",56414,12,4.59521865844727,1,1920,1
"5476",56420,14,5.86904764175415,1,1920,1
"5477",56426,8,5.07388639450073,2,1920,0
"5478",56437,14,6.23592805862427,2,1920,0
"5479",56445,11,4.85804891586304,2,1920,0
"5480",56468,5,4.92888641357422,3,1920,0
"5481",56483,12,5.242835521698,1,1920,1
"5482",56496,6,3.45956158638,3,1920,0
"5483",56501,12,4.92888641357422,3,1920,0
"5484",56505,9,4.7923002243042,2,1920,0
"5485",56506,12,5.02082395553589,3,1920,0
"5486",56513,18,6.0228066444397,2,1920,0
"5487",56529,12,5.29335403442383,3,1920,0
"5488",56537,9,5.08795118331909,1,1920,1
"5489",56557,12,5.71995830535889,3,1920,0
"5490",56568,8,4.92888641357422,2,1920,0
"5491",56570,12,5.42257165908813,3,1920,0
"5492",56589,10,4.92888641357422,3,1920,0
"5493",56595,9,4.85531854629517,1,1920,1
"5494",56606,16,5.35078907012939,3,1920,0
"5495",56615,8,4.98407649993896,2,1920,0
"5496",56630,18,5.68060731887817,3,1920,0
"5497",56633,10,4.84256219863892,2,1920,0
"5498",56635,8,4.92888641357422,1,1920,1
"5499",56647,12,5.242835521698,3,1920,0
"5500",56671,12,4.92888641357422,1,1920,1
"5501",56672,12,4.99741077423096,1,1920,1
"5502",56679,14,6.53269100189209,4,1920,0
"5503",56690,12,4.92888641357422,2,1920,0
"5504",56694,10,4.44599056243896,4,1920,0
"5505",56697,7,4.09090709686279,1,1920,1
"5506",56703,16,5.39625310897827,3,1920,0
"5507",56738,16,5.8797550201416,4,1920,0
"5508",56746,9,4.7759051322937,4,1920,0
"5509",56749,10,5.06153964996338,3,1920,0
"5510",56763,9,4.3238730430603,2,1920,0
"5511",56774,7,5.68727445602417,1,1920,1
"5512",56789,16,5.61851644515991,3,1920,0
"5513",56795,12,5.04903888702393,3,1920,0
"5514",56798,16,5.97413396835327,4,1920,0
"5515",56804,12,5.68727445602417,2,1920,0
"5516",56811,10,5.06153964996338,1,1920,1
"5517",56817,18,6.0228066444397,4,1920,0
"5518",56827,8,5.37831497192383,1,1920,1
"5519",56829,12,6.19678354263306,3,1920,0
"5520",56830,10,4.7759051322937,1,1920,1
"5521",56834,12,5.06153964996338,1,1920,1
"5522",56836,12,5.02355813980103,3,1920,0
"5523",56838,12,5.5282883644104,4,1920,0
"5524",56843,10,5.36004877090454,2,1920,0
"5525",56864,14,5.97413396835327,3,1920,0
"5526",56868,9,5.06153964996338,3,1920,0
"5527",56874,13,5.07388639450073,2,1920,0
"5528",56890,15,5.03637933731079,1,1920,1
"5529",56891,11,5.28345251083374,1,1920,1
"5530",56899,8,5.33770370483398,2,1920,0
"5531",56914,8,4.87047147750854,2,1920,0
"5532",56916,12,5.37831497192383,3,1920,0
"5533",56920,18,6.30990028381348,3,1920,0
"5534",56933,8,4.95686197280884,4,1920,0
"5535",56941,18,5.88006734848022,3,1920,0
"5536",56946,8,3.41386198997498,4,1920,0
"5537",56947,12,4.61482906341553,3,1920,0
"5538",56956,9,5.01057004928589,1,1920,1
"5539",56978,16,5.68727445602417,3,1920,0
"5540",56980,18,5.47283363342285,4,1920,0
"5541",57002,9,5.02355813980103,1,1920,1
"5542",57005,8,4.61482906341553,3,1920,0
"5543",57010,16,5.68727445602417,4,1920,0
"5544",57016,10,5.06153964996338,1,1920,1
"5545",57020,12,5.23295068740845,1,1920,1
"5546",57026,8,5.33200788497925,2,1920,0
"5547",57032,14,5.17863893508911,1,1920,1
"5548",57052,13,4.80843114852905,2,1920,0
"5549",57053,12,5.14492607116699,3,1920,0
"5550",57062,12,4.98407649993896,4,1920,0
"5551",57064,12,4.80843114852905,2,1920,0
"5552",57068,14,6.53269100189209,4,1920,0
"5553",57089,16,5.87457275390625,3,1920,0
"5554",57104,12,5.26335048675537,3,1920,0
"5555",57113,13,5.15629053115845,3,1920,0
"5556",57119,10,4.88539791107178,2,1920,0
"5557",57123,5,5.28345251083374,1,1920,1
"5558",57133,16,6.53269100189209,2,1920,0
"5559",57139,12,4.57521629333496,1,1920,1
"5560",57168,11,5.52923440933228,3,1920,0
"5561",57193,9,4.98407649993896,1,1920,1
"5562",57199,10,4.59521865844727,3,1920,0
"5563",57200,11,5.20049905776978,3,1920,0
"5564",57212,12,5.01438283920288,1,1920,1
"5565",57230,12,4.95686197280884,2,1920,0
"5566",57251,12,6.13319873809814,2,1920,0
"5567",57257,8,5.28345251083374,4,1920,0
"5568",57259,8,5.72636842727661,3,1920,0
"5569",57272,12,4.7759051322937,1,1920,1
"5570",57275,10,5.37831497192383,4,1920,0
"5571",57301,7,5.14492607116699,4,1920,0
"5572",57308,17,3.69352555274963,2,1920,0
"5573",57325,3,4.97056198120117,2,1920,0
"5574",57329,7,4.80843114852905,4,1920,0
"5575",57367,10,5.17863893508911,3,1920,0
"5576",57370,12,5.06153964996338,3,1920,0
"5577",57377,8,4.51268911361694,2,1920,0
"5578",57379,12,5.26335048675537,1,1920,1
"5579",57396,12,5.42857646942139,4,1920,0
"5580",57405,16,5.99876642227173,1,1920,1
"5581",57410,12,5.68727445602417,1,1920,1
"5582",57412,10,4.92888641357422,1,1920,1
"5583",57435,15,5.33770370483398,4,1920,0
"5584",57441,17,5.82038879394531,2,1920,0
"5585",57452,12,5.28345251083374,2,1920,0
"5586",57500,10,5.35078907012939,2,1920,0
"5587",57509,16,6.00362062454224,1,1920,1
"5588",57515,12,5.28345251083374,1,1920,1
"5589",57519,12,3.11525678634644,2,1920,0
"5590",57524,12,4.7759051322937,2,1920,0
"5591",57527,9,5.28345251083374,2,1920,0
"5592",57529,10,5.22890090942383,4,1920,0
"5593",57536,10,5.28345251083374,3,1920,0
"5594",57541,10,5.17863893508911,4,1920,0
"5595",57547,11,5.46495294570923,4,1920,0
"5596",57551,14,5.18962907791138,2,1920,0
"5597",57556,9,5.3224835395813,2,1920,0
"5598",57560,12,4.99741077423096,4,1920,0
"5599",57569,12,5.06153964996338,1,1920,1
"5600",57576,17,5.89637231826782,2,1920,0
"5601",57579,4,4.41249513626099,3,1920,0
"5602",57581,12,5.06153964996338,1,1920,1
"5603",57585,12,5.33200788497925,3,1920,0
"5604",57587,10,5.1118016242981,1,1920,1
"5605",57595,12,5.1675271987915,4,1920,0
"5606",57596,16,5.7516074180603,3,1920,0
"5607",57616,15,4.49094676971436,4,1920,0
"5608",57620,12,5.46495294570923,1,1920,1
"5609",57622,12,5.46495294570923,2,1920,0
"5610",57627,10,5.28345251083374,3,1920,0
"5611",57628,11,5.33200788497925,3,1920,0
"5612",57640,11,5.27345180511475,1,1920,1
"5613",57668,12,5.27525043487549,4,1920,0
"5614",57673,0,4.59521865844727,2,1920,0
"5615",57679,12,5.58227920532227,4,1920,0
"5616",57686,12,5.28345251083374,4,1920,0
"5617",57694,10,4.46872138977051,1,1920,1
"5618",57707,9,5.51354742050171,4,1920,0
"5619",57721,9,5.7187705039978,2,1920,0
"5620",57725,15,5.42257165908813,2,1920,0
"5621",57728,12,5.63964462280273,4,1920,0
"5622",57731,14,5.46495294570923,1,1920,1
"5623",57747,11,5.15629053115845,1,1920,1
"5624",57765,11,5.28345251083374,3,1920,0
"5625",57768,10,5.43119287490845,1,1920,1
"5626",57801,11,4.58974885940552,1,1920,1
"5627",57806,11,4.97056198120117,2,1920,0
"5628",57818,7,4.55480527877808,1,1920,1
"5629",57837,18,3.47640180587769,4,1920,0
"5630",57840,12,3.85259008407593,2,1920,0
"5631",57846,12,5.41221046447754,3,1920,0
"5632",57884,8,5.50561046600342,1,1920,1
"5633",57888,0,5.17863893508911,1,1920,1
"5634",57894,13,5.03637933731079,4,1920,0
"5635",57916,16,6.61482858657837,4,1920,0
"5636",57920,9,4.61482906341553,4,1920,0
"5637",57945,9,5.23241853713989,1,1920,1
"5638",57946,9,4.7759051322937,4,1920,0
"5639",57949,11,4.88539791107178,1,1920,1
"5640",57981,8,4.80984115600586,4,1920,0
"5641",57997,12,5.45661926269531,1,1920,1
"5642",57998,10,4.88539791107178,3,1920,0
"5643",58052,11,5.46495294570923,1,1920,1
"5644",58061,9,4.93496990203857,1,1920,1
"5645",58062,17,5.3224835395813,3,1920,0
"5646",58083,16,5.79429817199707,1,1920,1
"5647",58088,8,5.08608245849609,1,1920,1
"5648",58104,12,5.15629053115845,3,1920,0
"5649",58122,12,5.06153964996338,3,1920,0
"5650",58130,12,5.68727445602417,3,1920,0
"5651",58133,12,4.83993244171143,2,1920,0
"5652",58134,12,4.68963766098022,1,1920,1
"5653",58135,14,5.86904764175415,1,1920,1
"5654",58150,10,5.34144258499146,3,1920,0
"5655",58163,16,5.6240177154541,3,1920,0
"5656",58168,10,4.68963766098022,2,1920,0
"5657",58171,18,6.88795280456543,1,1920,1
"5658",58178,12,5.61851644515991,3,1920,0
"5659",58180,8,5.27345180511475,3,1920,0
"5660",58182,12,5.17863893508911,2,1920,0
"5661",58202,14,5.33371448516846,3,1920,0
"5662",58209,18,5.88006734848022,2,1920,0
"5663",58211,12,5.17863893508911,1,1920,1
"5664",58218,12,4.95686197280884,4,1920,0
"5665",58276,9,5.46495294570923,2,1920,0
