"","treat","school","interval","village","post","post_treat","time_to_event","village_shock","absences_total"
"1613",0,101,13,11,1,0,0,23,79
"1614",0,101,14,11,1,0,0,23,103
"1615",0,101,15,11,1,0,0,23,63
"1616",0,101,16,11,1,0,0,23,115
"1617",0,102,1,11,0,0,0,23,112
"1618",0,102,2,11,0,0,0,23,69
"1619",0,102,3,11,0,0,0,23,116
"1620",0,102,4,11,0,0,0,23,105
"1621",0,102,5,11,0,0,0,23,113
"1622",0,102,6,11,0,0,0,23,74
"1623",0,102,7,11,0,0,0,23,124
"1624",0,102,8,11,1,0,0,23,106
"1625",0,102,9,11,1,0,0,23,84
"1626",0,102,10,11,1,0,0,23,104
"1627",0,102,11,11,1,0,0,23,101
"1628",0,102,12,11,1,0,0,23,94
"1629",0,102,13,11,1,0,0,23,64
"1630",0,102,14,11,1,0,0,23,69
"1631",0,102,15,11,1,0,0,23,80
"1632",0,102,16,11,1,0,0,23,42
"1633",0,103,1,11,0,0,0,23,113
"1634",0,103,2,11,0,0,0,23,135
"1635",0,103,3,11,0,0,0,23,104
"1636",0,103,4,11,0,0,0,23,89
"1637",0,103,5,11,0,0,0,23,58
"1638",0,103,6,11,0,0,0,23,93
"1639",0,103,7,11,0,0,0,23,115
"1640",0,103,8,11,1,0,0,23,74
"1641",0,103,9,11,1,0,0,23,83
"1642",0,103,10,11,1,0,0,23,81
"1643",0,103,11,11,1,0,0,23,88
"1644",0,103,12,11,1,0,0,23,75
"1645",0,103,13,11,1,0,0,23,80
"1646",0,103,14,11,1,0,0,23,68
"1647",0,103,15,11,1,0,0,23,103
"1648",0,103,16,11,1,0,0,23,83
"1649",0,104,1,11,0,0,0,23,71
"1650",0,104,2,11,0,0,0,23,79
"1651",0,104,3,11,0,0,0,23,88
"1652",0,104,4,11,0,0,0,23,59
"1653",0,104,5,11,0,0,0,23,47
"1654",0,104,6,11,0,0,0,23,117
"1655",0,104,7,11,0,0,0,23,96
"1656",0,104,8,11,1,0,0,23,119
"1657",0,104,9,11,1,0,0,23,121
"1658",0,104,10,11,1,0,0,23,96
"1659",0,104,11,11,1,0,0,23,86
"1660",0,104,12,11,1,0,0,23,83
"1661",0,104,13,11,1,0,0,23,88
"1662",0,104,14,11,1,0,0,23,86
"1663",0,104,15,11,1,0,0,23,69
"1664",0,104,16,11,1,0,0,23,71
"1665",0,105,1,11,0,0,0,23,98
"1666",0,105,2,11,0,0,0,23,111
"1667",0,105,3,11,0,0,0,23,91
"1668",0,105,4,11,0,0,0,23,89
"1669",0,105,5,11,0,0,0,23,91
"1670",0,105,6,11,0,0,0,23,88
"1671",0,105,7,11,0,0,0,23,110
"1672",0,105,8,11,1,0,0,23,79
"1673",0,105,9,11,1,0,0,23,88
"1674",0,105,10,11,1,0,0,23,104
"1675",0,105,11,11,1,0,0,23,83
"1676",0,105,12,11,1,0,0,23,96
"1677",0,105,13,11,1,0,0,23,78
"1678",0,105,14,11,1,0,0,23,69
"1679",0,105,15,11,1,0,0,23,97
"1680",0,105,16,11,1,0,0,23,82
"1681",0,106,1,11,0,0,0,23,117
"1682",0,106,2,11,0,0,0,23,102
"1683",0,106,3,11,0,0,0,23,80
"1684",0,106,4,11,0,0,0,23,109
"1685",0,106,5,11,0,0,0,23,96
"1686",0,106,6,11,0,0,0,23,82
"1687",0,106,7,11,0,0,0,23,111
"1688",0,106,8,11,1,0,0,23,88
"1689",0,106,9,11,1,0,0,23,101
"1690",0,106,10,11,1,0,0,23,85
"1691",0,106,11,11,1,0,0,23,91
"1692",0,106,12,11,1,0,0,23,90
"1693",0,106,13,11,1,0,0,23,89
"1694",0,106,14,11,1,0,0,23,84
"1695",0,106,15,11,1,0,0,23,121
"1696",0,106,16,11,1,0,0,23,51
"1697",0,107,1,11,0,0,0,23,95
"1698",0,107,2,11,0,0,0,23,87
"1699",0,107,3,11,0,0,0,23,107
"1700",0,107,4,11,0,0,0,23,80
"1701",0,107,5,11,0,0,0,23,119
"1702",0,107,6,11,0,0,0,23,110
"1703",0,107,7,11,0,0,0,23,85
"1704",0,107,8,11,1,0,0,23,126
"1705",0,107,9,11,1,0,0,23,97
"1706",0,107,10,11,1,0,0,23,100
"1707",0,107,11,11,1,0,0,23,65
"1708",0,107,12,11,1,0,0,23,123
"1709",0,107,13,11,1,0,0,23,130
"1710",0,107,14,11,1,0,0,23,85
"1711",0,107,15,11,1,0,0,23,119
"1712",0,107,16,11,1,0,0,23,105
"1713",0,108,1,11,0,0,0,23,87
"1714",0,108,2,11,0,0,0,23,141
"1715",0,108,3,11,0,0,0,23,116
"1716",0,108,4,11,0,0,0,23,84
"1717",0,108,5,11,0,0,0,23,99
"1718",0,108,6,11,0,0,0,23,94
"1719",0,108,7,11,0,0,0,23,103
"1720",0,108,8,11,1,0,0,23,110
"1721",0,108,9,11,1,0,0,23,98
"1722",0,108,10,11,1,0,0,23,57
"1723",0,108,11,11,1,0,0,23,70
"1724",0,108,12,11,1,0,0,23,125
"1725",0,108,13,11,1,0,0,23,103
"1726",0,108,14,11,1,0,0,23,69
"1727",0,108,15,11,1,0,0,23,108
"1728",0,108,16,11,1,0,0,23,71
"1729",0,109,1,11,0,0,0,23,96
"1730",0,109,2,11,0,0,0,23,122
"1731",0,109,3,11,0,0,0,23,110
"1732",0,109,4,11,0,0,0,23,110
"1733",0,109,5,11,0,0,0,23,105
"1734",0,109,6,11,0,0,0,23,86
"1735",0,109,7,11,0,0,0,23,72
"1736",0,109,8,11,1,0,0,23,73
"1737",0,109,9,11,1,0,0,23,101
"1738",0,109,10,11,1,0,0,23,84
"1739",0,109,11,11,1,0,0,23,110
"1740",0,109,12,11,1,0,0,23,71
"1741",0,109,13,11,1,0,0,23,102
"1742",0,109,14,11,1,0,0,23,84
"1743",0,109,15,11,1,0,0,23,86
"1744",0,109,16,11,1,0,0,23,54
"1745",0,110,1,11,0,0,0,23,112
"1746",0,110,2,11,0,0,0,23,94
"1747",0,110,3,11,0,0,0,23,116
"1748",0,110,4,11,0,0,0,23,136
"1749",0,110,5,11,0,0,0,23,74
"1750",0,110,6,11,0,0,0,23,73
"1751",0,110,7,11,0,0,0,23,58
"1752",0,110,8,11,1,0,0,23,92
"1753",0,110,9,11,1,0,0,23,108
"1754",0,110,10,11,1,0,0,23,86
"1755",0,110,11,11,1,0,0,23,73
"1756",0,110,12,11,1,0,0,23,93
"1757",0,110,13,11,1,0,0,23,60
"1758",0,110,14,11,1,0,0,23,87
"1759",0,110,15,11,1,0,0,23,87
"1760",0,110,16,11,1,0,0,23,64
"1761",0,111,1,12,0,0,0,28,120
"1762",0,111,2,12,0,0,0,28,123
"1763",0,111,3,12,0,0,0,28,132
"1764",0,111,4,12,0,0,0,28,86
"1765",0,111,5,12,0,0,0,28,108
"1766",0,111,6,12,0,0,0,28,93
"1767",0,111,7,12,0,0,0,28,94
"1768",0,111,8,12,1,0,0,28,76
"1769",0,111,9,12,1,0,0,28,91
"1770",0,111,10,12,1,0,0,28,88
"1771",0,111,11,12,1,0,0,28,108
"1772",0,111,12,12,1,0,0,28,102
"1773",0,111,13,12,1,0,0,28,78
"1774",0,111,14,12,1,0,0,28,86
"1775",0,111,15,12,1,0,0,28,98
"1776",0,111,16,12,1,0,0,28,106
"1777",0,112,1,12,0,0,0,28,72
"1778",0,112,2,12,0,0,0,28,84
"1779",0,112,3,12,0,0,0,28,130
"1780",0,112,4,12,0,0,0,28,63
"1781",0,112,5,12,0,0,0,28,103
"1782",0,112,6,12,0,0,0,28,126
"1783",0,112,7,12,0,0,0,28,123
"1784",0,112,8,12,1,0,0,28,78
"1785",0,112,9,12,1,0,0,28,123
"1786",0,112,10,12,1,0,0,28,98
"1787",0,112,11,12,1,0,0,28,118
"1788",0,112,12,12,1,0,0,28,76
"1789",0,112,13,12,1,0,0,28,68
"1790",0,112,14,12,1,0,0,28,83
"1791",0,112,15,12,1,0,0,28,98
"1792",0,112,16,12,1,0,0,28,117
"1793",0,113,1,12,0,0,0,28,87
"1794",0,113,2,12,0,0,0,28,114
"1795",0,113,3,12,0,0,0,28,122
"1796",0,113,4,12,0,0,0,28,124
"1797",0,113,5,12,0,0,0,28,136
"1798",0,113,6,12,0,0,0,28,123
"1799",0,113,7,12,0,0,0,28,121
"1800",0,113,8,12,1,0,0,28,120
"1801",0,113,9,12,1,0,0,28,108
"1802",0,113,10,12,1,0,0,28,76
"1803",0,113,11,12,1,0,0,28,78
"1804",0,113,12,12,1,0,0,28,80
"1805",0,113,13,12,1,0,0,28,69
"1806",0,113,14,12,1,0,0,28,139
"1807",0,113,15,12,1,0,0,28,111
"1808",0,113,16,12,1,0,0,28,86
"1809",0,114,1,12,0,0,0,28,61
"1810",0,114,2,12,0,0,0,28,100
"1811",0,114,3,12,0,0,0,28,96
"1812",0,114,4,12,0,0,0,28,102
"1813",0,114,5,12,0,0,0,28,67
"1814",0,114,6,12,0,0,0,28,119
"1815",0,114,7,12,0,0,0,28,138
"1816",0,114,8,12,1,0,0,28,104
"1817",0,114,9,12,1,0,0,28,97
"1818",0,114,10,12,1,0,0,28,112
"1819",0,114,11,12,1,0,0,28,113
"1820",0,114,12,12,1,0,0,28,85
"1821",0,114,13,12,1,0,0,28,97
"1822",0,114,14,12,1,0,0,28,80
"1823",0,114,15,12,1,0,0,28,94
"1824",0,114,16,12,1,0,0,28,92
"1825",0,115,1,12,0,0,0,28,121
"1826",0,115,2,12,0,0,0,28,113
"1827",0,115,3,12,0,0,0,28,84
"1828",0,115,4,12,0,0,0,28,82
"1829",0,115,5,12,0,0,0,28,98
"1830",0,115,6,12,0,0,0,28,113
"1831",0,115,7,12,0,0,0,28,109
"1832",0,115,8,12,1,0,0,28,91
"1833",0,115,9,12,1,0,0,28,106
"1834",0,115,10,12,1,0,0,28,68
"1835",0,115,11,12,1,0,0,28,72
"1836",0,115,12,12,1,0,0,28,122
"1837",0,115,13,12,1,0,0,28,61
"1838",0,115,14,12,1,0,0,28,117
"1839",0,115,15,12,1,0,0,28,106
"1840",0,115,16,12,1,0,0,28,89
"1841",0,116,1,12,0,0,0,28,130
"1842",0,116,2,12,0,0,0,28,113
"1843",0,116,3,12,0,0,0,28,90
"1844",0,116,4,12,0,0,0,28,104
"1845",0,116,5,12,0,0,0,28,142
"1846",0,116,6,12,0,0,0,28,81
"1847",0,116,7,12,0,0,0,28,125
"1848",0,116,8,12,1,0,0,28,84
"1849",0,116,9,12,1,0,0,28,112
"1850",0,116,10,12,1,0,0,28,64
"1851",0,116,11,12,1,0,0,28,66
"1852",0,116,12,12,1,0,0,28,100
"1853",0,116,13,12,1,0,0,28,72
"1854",0,116,14,12,1,0,0,28,49
"1855",0,116,15,12,1,0,0,28,80
"1856",0,116,16,12,1,0,0,28,77
"1857",0,117,1,12,0,0,0,28,79
"1858",0,117,2,12,0,0,0,28,71
"1859",0,117,3,12,0,0,0,28,101
"1860",0,117,4,12,0,0,0,28,110
"1861",0,117,5,12,0,0,0,28,106
"1862",0,117,6,12,0,0,0,28,98
"1863",0,117,7,12,0,0,0,28,74
"1864",0,117,8,12,1,0,0,28,128
"1865",0,117,9,12,1,0,0,28,109
"1866",0,117,10,12,1,0,0,28,56
"1867",0,117,11,12,1,0,0,28,92
"1868",0,117,12,12,1,0,0,28,71
"1869",0,117,13,12,1,0,0,28,101
"1870",0,117,14,12,1,0,0,28,88
"1871",0,117,15,12,1,0,0,28,95
"1872",0,117,16,12,1,0,0,28,67
"1873",0,118,1,12,0,0,0,28,128
"1874",0,118,2,12,0,0,0,28,71
"1875",0,118,3,12,0,0,0,28,69
"1876",0,118,4,12,0,0,0,28,79
"1877",0,118,5,12,0,0,0,28,143
"1878",0,118,6,12,0,0,0,28,91
"1879",0,118,7,12,0,0,0,28,86
"1880",0,118,8,12,1,0,0,28,88
"1881",0,118,9,12,1,0,0,28,133
"1882",0,118,10,12,1,0,0,28,112
"1883",0,118,11,12,1,0,0,28,86
"1884",0,118,12,12,1,0,0,28,95
"1885",0,118,13,12,1,0,0,28,107
"1886",0,118,14,12,1,0,0,28,53
"1887",0,118,15,12,1,0,0,28,118
"1888",0,118,16,12,1,0,0,28,62
"1889",0,119,1,12,0,0,0,28,119
"1890",0,119,2,12,0,0,0,28,146
"1891",0,119,3,12,0,0,0,28,113
"1892",0,119,4,12,0,0,0,28,105
"1893",0,119,5,12,0,0,0,28,61
"1894",0,119,6,12,0,0,0,28,126
"1895",0,119,7,12,0,0,0,28,103
"1896",0,119,8,12,1,0,0,28,114
"1897",0,119,9,12,1,0,0,28,113
"1898",0,119,10,12,1,0,0,28,127
"1899",0,119,11,12,1,0,0,28,122
"1900",0,119,12,12,1,0,0,28,93
"1901",0,119,13,12,1,0,0,28,57
"1902",0,119,14,12,1,0,0,28,91
"1903",0,119,15,12,1,0,0,28,92
"1904",0,119,16,12,1,0,0,28,101
"1905",0,120,1,12,0,0,0,28,99
"1906",0,120,2,12,0,0,0,28,105
"1907",0,120,3,12,0,0,0,28,89
"1908",0,120,4,12,0,0,0,28,136
"1909",0,120,5,12,0,0,0,28,134
"1910",0,120,6,12,0,0,0,28,97
"1911",0,120,7,12,0,0,0,28,130
"1912",0,120,8,12,1,0,0,28,93
"1913",0,120,9,12,1,0,0,28,115
"1914",0,120,10,12,1,0,0,28,89
"1915",0,120,11,12,1,0,0,28,76
"1916",0,120,12,12,1,0,0,28,102
"1917",0,120,13,12,1,0,0,28,76
"1918",0,120,14,12,1,0,0,28,55
"1919",0,120,15,12,1,0,0,28,111
"1920",0,120,16,12,1,0,0,28,80
"1921",0,121,1,13,0,0,0,15,97
"1922",0,121,2,13,0,0,0,15,95
"1923",0,121,3,13,0,0,0,15,120
"1924",0,121,4,13,0,0,0,15,116
"1925",0,121,5,13,0,0,0,15,82
"1926",0,121,6,13,0,0,0,15,129
"1927",0,121,7,13,0,0,0,15,109
"1928",0,121,8,13,1,0,0,15,63
"1929",0,121,9,13,1,0,0,15,71
"1930",0,121,10,13,1,0,0,15,47
"1931",0,121,11,13,1,0,0,15,117
"1932",0,121,12,13,1,0,0,15,62
"1933",0,121,13,13,1,0,0,15,63
"1934",0,121,14,13,1,0,0,15,78
"1935",0,121,15,13,1,0,0,15,102
"1936",0,121,16,13,1,0,0,15,55
"1937",0,122,1,13,0,0,0,15,78
"1938",0,122,2,13,0,0,0,15,111
"1939",0,122,3,13,0,0,0,15,64
"1940",0,122,4,13,0,0,0,15,75
"1941",0,122,5,13,0,0,0,15,85
"1942",0,122,6,13,0,0,0,15,111
"1943",0,122,7,13,0,0,0,15,100
"1944",0,122,8,13,1,0,0,15,73
"1945",0,122,9,13,1,0,0,15,68
"1946",0,122,10,13,1,0,0,15,52
"1947",0,122,11,13,1,0,0,15,75
"1948",0,122,12,13,1,0,0,15,77
"1949",0,122,13,13,1,0,0,15,85
"1950",0,122,14,13,1,0,0,15,85
"1951",0,122,15,13,1,0,0,15,107
"1952",0,122,16,13,1,0,0,15,95
"1953",0,123,1,13,0,0,0,15,125
"1954",0,123,2,13,0,0,0,15,73
"1955",0,123,3,13,0,0,0,15,122
"1956",0,123,4,13,0,0,0,15,80
"1957",0,123,5,13,0,0,0,15,65
"1958",0,123,6,13,0,0,0,15,100
"1959",0,123,7,13,0,0,0,15,90
"1960",0,123,8,13,1,0,0,15,83
"1961",0,123,9,13,1,0,0,15,60
"1962",0,123,10,13,1,0,0,15,70
"1963",0,123,11,13,1,0,0,15,120
"1964",0,123,12,13,1,0,0,15,82
"1965",0,123,13,13,1,0,0,15,80
"1966",0,123,14,13,1,0,0,15,89
"1967",0,123,15,13,1,0,0,15,49
"1968",0,123,16,13,1,0,0,15,79
"1969",0,124,1,13,0,0,0,15,88
"1970",0,124,2,13,0,0,0,15,84
"1971",0,124,3,13,0,0,0,15,75
"1972",0,124,4,13,0,0,0,15,89
"1973",0,124,5,13,0,0,0,15,129
"1974",0,124,6,13,0,0,0,15,107
"1975",0,124,7,13,0,0,0,15,40
"1976",0,124,8,13,1,0,0,15,93
"1977",0,124,9,13,1,0,0,15,100
"1978",0,124,10,13,1,0,0,15,59
"1979",0,124,11,13,1,0,0,15,110
"1980",0,124,12,13,1,0,0,15,76
"1981",0,124,13,13,1,0,0,15,50
"1982",0,124,14,13,1,0,0,15,59
"1983",0,124,15,13,1,0,0,15,58
"1984",0,124,16,13,1,0,0,15,99
"1985",0,125,1,13,0,0,0,15,104
"1986",0,125,2,13,0,0,0,15,110
"1987",0,125,3,13,0,0,0,15,114
"1988",0,125,4,13,0,0,0,15,107
"1989",0,125,5,13,0,0,0,15,111
"1990",0,125,6,13,0,0,0,15,74
"1991",0,125,7,13,0,0,0,15,88
"1992",0,125,8,13,1,0,0,15,79
"1993",0,125,9,13,1,0,0,15,73
"1994",0,125,10,13,1,0,0,15,96
"1995",0,125,11,13,1,0,0,15,31
"1996",0,125,12,13,1,0,0,15,87
"1997",0,125,13,13,1,0,0,15,128
"1998",0,125,14,13,1,0,0,15,74
"1999",0,125,15,13,1,0,0,15,117
"2000",0,125,16,13,1,0,0,15,65
"2001",0,126,1,13,0,0,0,15,69
"2002",0,126,2,13,0,0,0,15,113
"2003",0,126,3,13,0,0,0,15,92
"2004",0,126,4,13,0,0,0,15,107
"2005",0,126,5,13,0,0,0,15,99
"2006",0,126,6,13,0,0,0,15,56
"2007",0,126,7,13,0,0,0,15,109
"2008",0,126,8,13,1,0,0,15,127
"2009",0,126,9,13,1,0,0,15,67
"2010",0,126,10,13,1,0,0,15,77
"2011",0,126,11,13,1,0,0,15,88
"2012",0,126,12,13,1,0,0,15,119
"2013",0,126,13,13,1,0,0,15,106
"2014",0,126,14,13,1,0,0,15,87
"2015",0,126,15,13,1,0,0,15,82
"2016",0,126,16,13,1,0,0,15,86
"2017",0,127,1,13,0,0,0,15,118
"2018",0,127,2,13,0,0,0,15,92
"2019",0,127,3,13,0,0,0,15,63
"2020",0,127,4,13,0,0,0,15,53
"2021",0,127,5,13,0,0,0,15,70
"2022",0,127,6,13,0,0,0,15,95
"2023",0,127,7,13,0,0,0,15,128
"2024",0,127,8,13,1,0,0,15,103
"2025",0,127,9,13,1,0,0,15,91
"2026",0,127,10,13,1,0,0,15,65
"2027",0,127,11,13,1,0,0,15,93
"2028",0,127,12,13,1,0,0,15,77
"2029",0,127,13,13,1,0,0,15,66
"2030",0,127,14,13,1,0,0,15,88
"2031",0,127,15,13,1,0,0,15,73
"2032",0,127,16,13,1,0,0,15,96
"2033",0,128,1,13,0,0,0,15,98
"2034",0,128,2,13,0,0,0,15,126
"2035",0,128,3,13,0,0,0,15,70
"2036",0,128,4,13,0,0,0,15,101
"2037",0,128,5,13,0,0,0,15,87
"2038",0,128,6,13,0,0,0,15,67
"2039",0,128,7,13,0,0,0,15,58
"2040",0,128,8,13,1,0,0,15,81
"2041",0,128,9,13,1,0,0,15,74
"2042",0,128,10,13,1,0,0,15,104
"2043",0,128,11,13,1,0,0,15,93
"2044",0,128,12,13,1,0,0,15,45
"2045",0,128,13,13,1,0,0,15,88
"2046",0,128,14,13,1,0,0,15,86
"2047",0,128,15,13,1,0,0,15,52
"2048",0,128,16,13,1,0,0,15,20
"2049",0,129,1,13,0,0,0,15,121
"2050",0,129,2,13,0,0,0,15,108
"2051",0,129,3,13,0,0,0,15,130
"2052",0,129,4,13,0,0,0,15,118
"2053",0,129,5,13,0,0,0,15,86
"2054",0,129,6,13,0,0,0,15,77
"2055",0,129,7,13,0,0,0,15,86
"2056",0,129,8,13,1,0,0,15,102
"2057",0,129,9,13,1,0,0,15,106
"2058",0,129,10,13,1,0,0,15,117
"2059",0,129,11,13,1,0,0,15,79
"2060",0,129,12,13,1,0,0,15,96
"2061",0,129,13,13,1,0,0,15,50
"2062",0,129,14,13,1,0,0,15,72
"2063",0,129,15,13,1,0,0,15,72
"2064",0,129,16,13,1,0,0,15,84
"2065",0,130,1,13,0,0,0,15,38
"2066",0,130,2,13,0,0,0,15,130
"2067",0,130,3,13,0,0,0,15,91
"2068",0,130,4,13,0,0,0,15,103
"2069",0,130,5,13,0,0,0,15,93
"2070",0,130,6,13,0,0,0,15,92
"2071",0,130,7,13,0,0,0,15,94
"2072",0,130,8,13,1,0,0,15,104
"2073",0,130,9,13,1,0,0,15,69
"2074",0,130,10,13,1,0,0,15,126
"2075",0,130,11,13,1,0,0,15,78
"2076",0,130,12,13,1,0,0,15,88
"2077",0,130,13,13,1,0,0,15,122
"2078",0,130,14,13,1,0,0,15,69
"2079",0,130,15,13,1,0,0,15,53
"2080",0,130,16,13,1,0,0,15,130
"2081",0,131,1,14,0,0,0,31,107
"2082",0,131,2,14,0,0,0,31,111
"2083",0,131,3,14,0,0,0,31,114
"2084",0,131,4,14,0,0,0,31,102
"2085",0,131,5,14,0,0,0,31,101
"2086",0,131,6,14,0,0,0,31,109
"2087",0,131,7,14,0,0,0,31,125
"2088",0,131,8,14,1,0,0,31,116
"2089",0,131,9,14,1,0,0,31,109
"2090",0,131,10,14,1,0,0,31,122
"2091",0,131,11,14,1,0,0,31,107
"2092",0,131,12,14,1,0,0,31,91
"2093",0,131,13,14,1,0,0,31,69
"2094",0,131,14,14,1,0,0,31,100
"2095",0,131,15,14,1,0,0,31,118
"2096",0,131,16,14,1,0,0,31,76
"2097",0,132,1,14,0,0,0,31,129
"2098",0,132,2,14,0,0,0,31,82
"2099",0,132,3,14,0,0,0,31,86
"2100",0,132,4,14,0,0,0,31,111
"2101",0,132,5,14,0,0,0,31,120
"2102",0,132,6,14,0,0,0,31,82
"2103",0,132,7,14,0,0,0,31,108
"2104",0,132,8,14,1,0,0,31,69
"2105",0,132,9,14,1,0,0,31,107
"2106",0,132,10,14,1,0,0,31,90
"2107",0,132,11,14,1,0,0,31,86
"2108",0,132,12,14,1,0,0,31,105
"2109",0,132,13,14,1,0,0,31,63
"2110",0,132,14,14,1,0,0,31,93
"2111",0,132,15,14,1,0,0,31,78
"2112",0,132,16,14,1,0,0,31,100
"2113",0,133,1,14,0,0,0,31,98
"2114",0,133,2,14,0,0,0,31,66
"2115",0,133,3,14,0,0,0,31,95
"2116",0,133,4,14,0,0,0,31,136
"2117",0,133,5,14,0,0,0,31,85
"2118",0,133,6,14,0,0,0,31,97
"2119",0,133,7,14,0,0,0,31,134
"2120",0,133,8,14,1,0,0,31,127
"2121",0,133,9,14,1,0,0,31,87
"2122",0,133,10,14,1,0,0,31,109
"2123",0,133,11,14,1,0,0,31,95
"2124",0,133,12,14,1,0,0,31,87
"2125",0,133,13,14,1,0,0,31,118
"2126",0,133,14,14,1,0,0,31,88
"2127",0,133,15,14,1,0,0,31,91
"2128",0,133,16,14,1,0,0,31,124
"2129",0,134,1,14,0,0,0,31,137
"2130",0,134,2,14,0,0,0,31,134
"2131",0,134,3,14,0,0,0,31,94
"2132",0,134,4,14,0,0,0,31,82
"2133",0,134,5,14,0,0,0,31,89
"2134",0,134,6,14,0,0,0,31,117
"2135",0,134,7,14,0,0,0,31,124
"2136",0,134,8,14,1,0,0,31,73
"2137",0,134,9,14,1,0,0,31,118
"2138",0,134,10,14,1,0,0,31,99
"2139",0,134,11,14,1,0,0,31,99
"2140",0,134,12,14,1,0,0,31,130
"2141",0,134,13,14,1,0,0,31,123
"2142",0,134,14,14,1,0,0,31,135
"2143",0,134,15,14,1,0,0,31,85
"2144",0,134,16,14,1,0,0,31,73
"2145",0,135,1,14,0,0,0,31,107
"2146",0,135,2,14,0,0,0,31,123
"2147",0,135,3,14,0,0,0,31,110
"2148",0,135,4,14,0,0,0,31,126
"2149",0,135,5,14,0,0,0,31,112
"2150",0,135,6,14,0,0,0,31,78
"2151",0,135,7,14,0,0,0,31,109
"2152",0,135,8,14,1,0,0,31,145
"2153",0,135,9,14,1,0,0,31,115
"2154",0,135,10,14,1,0,0,31,77
"2155",0,135,11,14,1,0,0,31,80
"2156",0,135,12,14,1,0,0,31,100
"2157",0,135,13,14,1,0,0,31,83
"2158",0,135,14,14,1,0,0,31,116
"2159",0,135,15,14,1,0,0,31,107
"2160",0,135,16,14,1,0,0,31,120
"2161",0,136,1,14,0,0,0,31,107
"2162",0,136,2,14,0,0,0,31,64
"2163",0,136,3,14,0,0,0,31,104
"2164",0,136,4,14,0,0,0,31,112
"2165",0,136,5,14,0,0,0,31,107
"2166",0,136,6,14,0,0,0,31,127
"2167",0,136,7,14,0,0,0,31,126
"2168",0,136,8,14,1,0,0,31,74
"2169",0,136,9,14,1,0,0,31,124
"2170",0,136,10,14,1,0,0,31,85
"2171",0,136,11,14,1,0,0,31,94
"2172",0,136,12,14,1,0,0,31,115
"2173",0,136,13,14,1,0,0,31,110
"2174",0,136,14,14,1,0,0,31,124
"2175",0,136,15,14,1,0,0,31,135
"2176",0,136,16,14,1,0,0,31,110
"2177",0,137,1,14,0,0,0,31,142
"2178",0,137,2,14,0,0,0,31,111
"2179",0,137,3,14,0,0,0,31,123
"2180",0,137,4,14,0,0,0,31,104
"2181",0,137,5,14,0,0,0,31,72
"2182",0,137,6,14,0,0,0,31,114
"2183",0,137,7,14,0,0,0,31,106
"2184",0,137,8,14,1,0,0,31,89
"2185",0,137,9,14,1,0,0,31,88
"2186",0,137,10,14,1,0,0,31,97
"2187",0,137,11,14,1,0,0,31,125
"2188",0,137,12,14,1,0,0,31,73
"2189",0,137,13,14,1,0,0,31,88
"2190",0,137,14,14,1,0,0,31,106
"2191",0,137,15,14,1,0,0,31,109
"2192",0,137,16,14,1,0,0,31,66
"2193",0,138,1,14,0,0,0,31,132
"2194",0,138,2,14,0,0,0,31,156
"2195",0,138,3,14,0,0,0,31,79
"2196",0,138,4,14,0,0,0,31,115
"2197",0,138,5,14,0,0,0,31,100
"2198",0,138,6,14,0,0,0,31,147
"2199",0,138,7,14,0,0,0,31,89
"2200",0,138,8,14,1,0,0,31,104
"2201",0,138,9,14,1,0,0,31,96
"2202",0,138,10,14,1,0,0,31,83
"2203",0,138,11,14,1,0,0,31,89
"2204",0,138,12,14,1,0,0,31,94
"2205",0,138,13,14,1,0,0,31,87
"2206",0,138,14,14,1,0,0,31,90
"2207",0,138,15,14,1,0,0,31,48
"2208",0,138,16,14,1,0,0,31,114
"2209",0,139,1,14,0,0,0,31,93
"2210",0,139,2,14,0,0,0,31,94
"2211",0,139,3,14,0,0,0,31,116
"2212",0,139,4,14,0,0,0,31,97
"2213",0,139,5,14,0,0,0,31,87
"2214",0,139,6,14,0,0,0,31,93
"2215",0,139,7,14,0,0,0,31,105
"2216",0,139,8,14,1,0,0,31,87
"2217",0,139,9,14,1,0,0,31,116
"2218",0,139,10,14,1,0,0,31,111
"2219",0,139,11,14,1,0,0,31,79
"2220",0,139,12,14,1,0,0,31,88
"2221",0,139,13,14,1,0,0,31,104
"2222",0,139,14,14,1,0,0,31,79
"2223",0,139,15,14,1,0,0,31,101
"2224",0,139,16,14,1,0,0,31,86
"2225",0,140,1,14,0,0,0,31,143
"2226",0,140,2,14,0,0,0,31,96
"2227",0,140,3,14,0,0,0,31,66
"2228",0,140,4,14,0,0,0,31,106
"2229",0,140,5,14,0,0,0,31,113
"2230",0,140,6,14,0,0,0,31,114
"2231",0,140,7,14,0,0,0,31,116
"2232",0,140,8,14,1,0,0,31,72
"2233",0,140,9,14,1,0,0,31,108
"2234",0,140,10,14,1,0,0,31,104
"2235",0,140,11,14,1,0,0,31,103
"2236",0,140,12,14,1,0,0,31,78
"2237",0,140,13,14,1,0,0,31,111
"2238",0,140,14,14,1,0,0,31,98
"2239",0,140,15,14,1,0,0,31,82
"2240",0,140,16,14,1,0,0,31,72
"2241",0,141,1,15,0,0,0,40,119
"2242",0,141,2,15,0,0,0,40,97
"2243",0,141,3,15,0,0,0,40,123
"2244",0,141,4,15,0,0,0,40,99
"2245",0,141,5,15,0,0,0,40,95
"2246",0,141,6,15,0,0,0,40,101
